Date,Order Id,Pair,Type,Side,Executed Price,Executed,Total,Fee
2024-07-20 07:02:34.182,"1734116914219738368	",BONK/PHP,LIMIT,BUY,0.001854,269688,500.001552,269.688 BONK
2024-07-20 04:26:15.841,"1734037908581541120	",BONK/PHP,LIMIT,BUY,0.00184,271740,500.0016,271.74 BONK
2024-07-20 04:23:16.961,"1734037476140410112	",BONK/PHP,LIMIT,BUY,0.00184,54348,100.00032,54.348 BONK
2024-07-20 03:41:12.273,"1734014157580166400	",SOL/PHP,LIMIT,BUY,9930.2,0.011,109.2322,0.000011 SOL
2024-07-20 03:39:14.102,"1734015485547144448	",BONK/PHP,LIMIT,BUY,0.001855,53880,99.9474,80.82 BONK
2024-07-19 23:54:40.337,"1733902455320634627	",WIF/PHP,LIMIT,SELL,148.09,4.21,623.4589,0.6234589 PHP
2024-07-19 23:31:46.695,"1733890385455899905	",FLOKI/PHP,LIMIT,SELL,0.011014,39298,432.828172,0.432828172 PHP
2024-07-19 23:22:50.202,"1733885338147906816	",BONK/PHP,LIMIT,SELL,0.001836,668649,1227.639564,1.227639564 PHP
2024-07-19 15:47:21.039,"1733657182405158144	",BONK/PHP,LIMIT,BUY,0.001735,114811,199.197085,172.2165 BONK
2024-07-19 15:43:50.938,"1733655080865916162	",BONK/PHP,LIMIT,BUY,0.001742,114811,200.000762,114.811 BONK
2024-07-19 15:15:24.261,"1733611374850893057	",ETH/PHP,LIMIT,BUY,201373.2,0.000249,50.1419268,0.000000249 ETH
2024-07-19 14:50:15.629,"1733628180906927360	",SOL/PHP,LIMIT,BUY,9817.9,0.021,206.1759,0.000021 SOL
2024-07-19 14:32:57.233,"1733618491351655680	",XRP/PHP,LIMIT,BUY,32.84,13.23,434.4732,0.01323 XRP
2024-07-19 14:32:40.512,"1733618491351655680	",XRP/PHP,LIMIT,BUY,32.84,2,65.68,0.002 XRP
2024-07-19 14:09:44.184,"1733608051536061700	",BONK/PHP,LIMIT,BUY,0.001666,60025,100.00165,90.0375 BONK
2024-07-19 06:50:29.182,"1733384691216573698	",SHIB/PHP,LIMIT,BUY,0.0010192,196233,200.0006736,196.233 SHIB
2024-07-19 06:46:51.897,"1733385147045143808	",BONK/PHP,LIMIT,BUY,0.001625,61539,100.000875,92.3085 BONK
2024-07-19 06:29:09.538,"1733376045447406850	",TRUMP/PHP,LIMIT,BUY,384.7,0.07,26.929,0.00007 TRUMP
2024-07-19 06:29:08.635,"1733376045447406850	",TRUMP/PHP,LIMIT,BUY,384.7,0.19,73.093,0.00019 TRUMP
2024-07-18 17:03:58.565,"1732964331149092096	",TRUMP/PHP,LIMIT,BUY,393.5,0.26,102.31,0.00026 TRUMP
2024-07-18 16:02:53.654,"1732940230015608065	",BONK/PHP,LIMIT,BUY,0.001522,65488,99.672736,98.232 BONK
2024-07-18 15:58:22.685,"1732937952038774016	",BONK/PHP,LIMIT,BUY,0.001527,65488,100.000176,65.488 BONK
2024-07-18 15:53:48.874,"1732924201122161922	",TRUMP/PHP,LIMIT,BUY,380,0.79,300.2,0.00079 TRUMP
2024-07-18 15:52:51.398,"1732932597296686338	",BTC/PHP,LIMIT,BUY,3712232.8,0.000027,100.2302856,0.000000027 BTC
2024-07-18 15:32:13.615,"1732923548337464579	",SHIB/PHP,LIMIT,BUY,0.0010068,198650,200.00082,198.65 SHIB
2024-07-18 14:21:09.888,"1732873267046278402	",TRUMP/PHP,LIMIT,BUY,400,0.25,100,0.00025 TRUMP
2024-07-18 14:01:46.542,"1732868080101516545	",SHIB/PHP,LIMIT,BUY,0.0010241,292941,300.0008781,292.941 SHIB
2024-07-18 13:55:39.851,"1732836151952172288	",BONK/PHP,LIMIT,BUY,0.001603,124767,200.001501,124.767 BONK
2024-07-18 13:48:23.867,"1729964498515682565	",TRUMP/PHP,LIMIT,BUY,400,0.25,100,0.00025 TRUMP
2024-07-18 13:47:26.209,"1732872052057072901	",TRUMP/PHP,LIMIT,BUY,414.8,0.73,302.804,0.001095 TRUMP
2024-07-18 13:37:20.258,"1732834376436180224	",BTC/PHP,LIMIT,BUY,3762444.2,0.0000266,100.08101572,0.0000000266 BTC
2024-07-18 13:32:16.663,"1732835096254244099	",WIF/PHP,LIMIT,BUY,142.46,2.11,300.5906,0.00211 WIF
2024-07-18 12:34:51.495,"1732835522076763392	",WIF/PHP,LIMIT,BUY,143.36,2.1,301.056,0.00315 WIF
2024-07-17 16:54:13.739,"1732218327877575936	",TRUMP/PHP,LIMIT,BUY,444.6,0.23,102.258,0.00023 TRUMP
2024-07-17 16:34:40.412,"1732231133054133509	",BTC/PHP,LIMIT,BUY,3728034,0.0000135,50.328459,0.0000000135 BTC
2024-07-17 16:27:01.011,"1732225936009487616	",BTC/PHP,LIMIT,BUY,3741882.5,0.0000268,100.282451,0.0000000268 BTC
2024-07-17 16:06:52.336,"1732212734311818496	",FLOKI/PHP,LIMIT,BUY,0.010646,9394,100.008524,9.394 FLOKI
2024-07-17 16:03:23.736,"1732214090003145986	",BTC/PHP,LIMIT,BUY,3760024.7,0.0000266,100.01665702,0.0000000266 BTC
2024-07-17 16:02:44.398,"1732212366748181769	",BONK/PHP,LIMIT,BUY,0.001599,62540,100.00146,62.54 BONK
2024-07-17 16:00:43.427,"1732213443962889475	",TRUMP/PHP,LIMIT,BUY,447.2,0.23,102.856,0.00023 TRUMP
2024-07-17 16:00:29.823,"1732213759852700931	",SOL/PHP,LIMIT,BUY,9229.2,0.011,101.5212,0.000011 SOL
2024-07-17 15:59:14.787,"1732211522904548610	",BTC/PHP,LIMIT,BUY,3762946.5,0.0000266,100.0943769,0.0000000266 BTC
2024-07-17 14:00:17.252,"1732126288641025283	",TRUMP/PHP,LIMIT,BUY,447.4,0.68,304.232,0.00068 TRUMP
2024-07-17 10:38:16.108,"1732052061162333442	",DOGE/PHP,LIMIT,SELL,7.306,32,233.792,0.233792 PHP
2024-07-17 10:34:47.248,"1732050310409512193	",BONK/PHP,LIMIT,SELL,0.001649,1349176,2224.791224,2.224791224 PHP
2024-07-16 04:22:57.246,"1731138387149088000	",BONK/PHP,LIMIT,BUY,0.001625,305437,496.335125,458.1555 BONK
2024-07-16 04:21:02.252,"1731137327642731777	",SOL/PHP,LIMIT,BUY,9244.6,0.011,101.6906,0.000011 SOL
2024-07-16 04:16:08.768,"1731134924642084096	",BTC/PHP,LIMIT,BUY,3772867,0.0000266,100.3582622,0.0000000266 BTC
2024-07-16 03:54:47.519,"1730971969044636930	",WIF/PHP,LIMIT,SELL,130,3.43,445.9,0.4459 PHP
2024-07-16 01:26:25.492,"1731046615500743936	",FLOKI/PHP,LIMIT,BUY,0.0109,18349,200.0041,18.349 FLOKI
2024-07-16 01:01:27.872,"1731036951203570944	",PEPE/PHP,LIMIT,BUY,0.0007006,142735,100.000141,142.735 PEPE
2024-07-16 00:53:39.466,"1731032218518709504	",SHIB/PHP,LIMIT,BUY,0.001159,431407,500.000713,431.407 SHIB
2024-07-16 00:49:06.709,"1731030671684560128	",SHIB/PHP,LIMIT,BUY,0.0011645,21524,25.064698,21.524 SHIB
2024-07-16 00:49:03.301,"1731030671684560128	",SHIB/PHP,LIMIT,BUY,0.0011645,64350,74.935575,64.35 SHIB
2024-07-15 22:51:13.786,"1730971420740052226	",WIF/PHP,LIMIT,BUY,123.31,2.44,300.8764,0.00244 WIF
2024-07-15 19:04:18.952,"1730839756110062851	",BTC/PHP,LIMIT,BUY,3692749.6,0.0000271,100.07351416,0.0000000271 BTC
2024-07-15 18:53:05.761,"1730844008354178305	",TRUMP/PHP,LIMIT,BUY,476.7,0.21,100.107,0.00021 TRUMP
2024-07-15 10:57:14.398,"1730612008582145284	",BONK/PHP,LIMIT,BUY,0.00141,70922,100.00002,70.922 BONK
2024-07-15 10:35:47.840,"1730601269561681152	",BTC/PHP,LIMIT,BUY,3667783.2,0.0000273,100.13048136,0.00000004095 BTC
2024-07-14 14:30:21.307,"1729978271678883072	",BTC/PHP,LIMIT,BUY,3476434.8,0.0000288,100.12132224,0.0000000288 BTC
2024-07-14 12:20:13.615,"1729894429060261125	",BONK/PHP,LIMIT,BUY,0.00137,72993,100.00041,72.993 BONK
2024-07-14 11:55:52.425,"1729916616659985666	",WIF/PHP,LIMIT,BUY,100.86,1,100.86,0.001 WIF
2024-07-14 11:53:33.911,"1729915635662611715	",FLOKI/PHP,LIMIT,BUY,0.00862,11601,100.00062,17.4015 FLOKI
2024-07-14 11:49:44.107,"1729913707935327488	",PEPE/PHP,LIMIT,BUY,0.0005248,190549,100.0001152,285.8235 PEPE
2024-07-14 11:46:51.069,"1729912256387376384	",TRUMP/PHP,LIMIT,SELL,500.1,0.57,285.057,0.4275855 PHP
2024-07-14 11:43:49.349,"1729910731975976196	",TRUMP/PHP,LIMIT,BUY,511,0.2,102.2,0.0003 TRUMP
2024-07-14 11:36:18.520,"1729899537613481217	",SOL/PHP,LIMIT,BUY,8483.1,0.012,101.7972,0.000012 SOL
2024-07-14 11:36:18.124,"1729906946843108610	",BTC/PHP,LIMIT,BUY,3497281.8,0.0000286,100.02225948,0.0000000429 BTC
2024-07-14 11:35:24.737,"1729906499017270528	",SOL/PHP,LIMIT,BUY,8502.8,0.012,102.0336,0.000018 SOL
2024-07-14 11:22:39.387,"1729900078787749122	",SOL/PHP,LIMIT,BUY,8499.9,0.012,101.9988,0.000018 SOL
2024-07-14 11:16:37.305,"1729895448334853376	",SHIB/PHP,LIMIT,BUY,0.0010117,98844,100.0004748,98.844 SHIB
2024-07-14 11:08:13.022,"1729892736398550272	",BTC/PHP,LIMIT,BUY,3502342.7,0.0000286,100.16700122,0.0000000286 BTC
2024-07-14 11:03:56.990,"1729890663430907141	",BONK/PHP,LIMIT,BUY,0.001373,145667,200.000791,218.5005 BONK
2024-07-14 10:50:15.736,"1729883774269809920	",TRUMP/PHP,LIMIT,BUY,544.9,0.37,201.613,0.000555 TRUMP
2024-07-14 10:30:47.391,"1729873973481596160	",TRUMP/PHP,LIMIT,SELL,525.3,0.54,283.662,0.425493 PHP
2024-07-14 10:30:36.936,"1729873885778699520	",TRUMP/PHP,LIMIT,SELL,525.3,1.59,835.227,1.2528405 PHP
2024-07-14 09:59:35.693,"1729858272540779776	",TRUMP/PHP,LIMIT,BUY,561.7,0.36,202.212,0.00054 TRUMP
